###############################################################################
#
# whisky1alt2, axis 1 of 1, + direction
#
###############################################################################

#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  1.78e+07  |2833231930|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.98796117|  PASSED
      diehard_operm5|   0|   1000000|     100|0.61459497|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.09243624|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.34377005|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.61662648|  PASSED
        diehard_opso|   0|   2097152|     100|0.62513041|  PASSED
        diehard_oqso|   0|   2097152|     100|0.17079451|  PASSED
         diehard_dna|   0|   2097152|     100|0.56573092|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.95513659|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.53016465|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.35869931|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.42750836|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.94995872|  PASSED
     diehard_squeeze|   0|    100000|     100|0.53806215|  PASSED
        diehard_sums|   0|       100|     100|0.16550777|  PASSED
        diehard_runs|   0|    100000|     100|0.03557279|  PASSED
        diehard_runs|   0|    100000|     100|0.09986657|  PASSED
       diehard_craps|   0|    200000|     100|0.10369685|  PASSED
       diehard_craps|   0|    200000|     100|0.64311801|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.02398226|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.16851016|  PASSED
         sts_monobit|   1|    100000|     100|0.29965880|  PASSED
            sts_runs|   2|    100000|     100|0.37720183|  PASSED
          sts_serial|   1|    100000|     100|0.02670442|  PASSED
          sts_serial|   2|    100000|     100|0.21251099|  PASSED
          sts_serial|   3|    100000|     100|0.50022127|  PASSED
          sts_serial|   3|    100000|     100|0.25706111|  PASSED
          sts_serial|   4|    100000|     100|0.94149739|  PASSED
          sts_serial|   4|    100000|     100|0.46000008|  PASSED
          sts_serial|   5|    100000|     100|0.60711561|  PASSED
          sts_serial|   5|    100000|     100|0.69249150|  PASSED
          sts_serial|   6|    100000|     100|0.53451655|  PASSED
          sts_serial|   6|    100000|     100|0.74824263|  PASSED
