###############################################################################
#
# whisky2, axis 1 of 2, + direction
#
###############################################################################

#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  2.16e+07  |2653281843|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.06089543|  PASSED
      diehard_operm5|   0|   1000000|     100|0.44238548|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.97440437|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.84379316|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.23745470|  PASSED
        diehard_opso|   0|   2097152|     100|0.65697973|  PASSED
        diehard_oqso|   0|   2097152|     100|0.43272869|  PASSED
         diehard_dna|   0|   2097152|     100|0.30889216|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.16254403|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.75360246|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.43926798|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.85078160|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.68294014|  PASSED
     diehard_squeeze|   0|    100000|     100|0.53307230|  PASSED
        diehard_sums|   0|       100|     100|0.04225659|  PASSED
        diehard_runs|   0|    100000|     100|0.52528191|  PASSED
        diehard_runs|   0|    100000|     100|0.98404629|  PASSED
       diehard_craps|   0|    200000|     100|0.54906310|  PASSED
       diehard_craps|   0|    200000|     100|0.42582379|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.99055284|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.26501762|  PASSED
         sts_monobit|   1|    100000|     100|0.81911774|  PASSED
            sts_runs|   2|    100000|     100|0.74801506|  PASSED
          sts_serial|   1|    100000|     100|0.52158385|  PASSED
          sts_serial|   2|    100000|     100|0.22139655|  PASSED
          sts_serial|   3|    100000|     100|0.50727849|  PASSED
          sts_serial|   3|    100000|     100|0.48602724|  PASSED
          sts_serial|   4|    100000|     100|0.76944146|  PASSED
          sts_serial|   4|    100000|     100|0.83465110|  PASSED
          sts_serial|   5|    100000|     100|0.12815352|  PASSED
          sts_serial|   5|    100000|     100|0.27878600|  PASSED
          sts_serial|   6|    100000|     100|0.26432663|  PASSED
          sts_serial|   6|    100000|     100|0.64364857|  PASSED
          sts_serial|   7|    100000|     100|0.37132894|  PASSED
          sts_serial|   7|    100000|     100|0.79822078|  PASSED
          sts_serial|   8|    100000|     100|0.49090541|  PASSED
          sts_serial|   8|    100000|     100|0.21194647|  PASSED
          sts_serial|   9|    100000|     100|0.00881579|  PASSED
          sts_serial|   9|    100000|     100|0.32533600|  PASSED
          sts_serial|  10|    100000|     100|0.50808677|  PASSED
          sts_serial|  10|    100000|     100|0.94636880|  PASSED
          sts_serial|  11|    100000|     100|0.98810535|  PASSED
          sts_serial|  11|    100000|     100|0.90618533|  PASSED
          sts_serial|  12|    100000|     100|0.92207535|  PASSED
          sts_serial|  12|    100000|     100|0.81581554|  PASSED
          sts_serial|  13|    100000|     100|0.73326805|  PASSED
          sts_serial|  13|    100000|     100|0.35822037|  PASSED
          sts_serial|  14|    100000|     100|0.26752453|  PASSED
          sts_serial|  14|    100000|     100|0.69521125|  PASSED
          sts_serial|  15|    100000|     100|0.06377052|  PASSED
          sts_serial|  15|    100000|     100|0.65340036|  PASSED
          sts_serial|  16|    100000|     100|0.71297360|  PASSED
          sts_serial|  16|    100000|     100|0.59025892|  PASSED
         rgb_bitdist|   1|    100000|     100|0.40209526|  PASSED
         rgb_bitdist|   2|    100000|     100|0.19183348|  PASSED
         rgb_bitdist|   3|    100000|     100|0.40618836|  PASSED
         rgb_bitdist|   4|    100000|     100|0.25228377|  PASSED
         rgb_bitdist|   5|    100000|     100|0.06600525|  PASSED
         rgb_bitdist|   6|    100000|     100|0.03924994|  PASSED
         rgb_bitdist|   7|    100000|     100|0.31471861|  PASSED
         rgb_bitdist|   8|    100000|     100|0.23315610|  PASSED
         rgb_bitdist|   9|    100000|     100|0.90899363|  PASSED
         rgb_bitdist|  10|    100000|     100|0.55051170|  PASSED
         rgb_bitdist|  11|    100000|     100|0.31362685|  PASSED
         rgb_bitdist|  12|    100000|     100|0.81730486|  PASSED
rgb_minimum_distance|   2|     10000|    1000|0.41897144|  PASSED
rgb_minimum_distance|   3|     10000|    1000|0.75667525|  PASSED
rgb_minimum_distance|   4|     10000|    1000|0.20502941|  PASSED
rgb_minimum_distance|   5|     10000|    1000|0.07681797|  PASSED
    rgb_permutations|   2|    100000|     100|0.41538015|  PASSED
    rgb_permutations|   3|    100000|     100|0.79712156|  PASSED
    rgb_permutations|   4|    100000|     100|0.71005478|  PASSED
    rgb_permutations|   5|    100000|     100|0.07759423|  PASSED
      rgb_lagged_sum|   0|   1000000|     100|0.59419015|  PASSED
      rgb_lagged_sum|   1|   1000000|     100|0.77160211|  PASSED
      rgb_lagged_sum|   2|   1000000|     100|0.92076362|  PASSED
      rgb_lagged_sum|   3|   1000000|     100|0.56430439|  PASSED
