###############################################################################
#
# whisky5, axis 1 of 5, + direction
#
###############################################################################

#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  2.20e+07  |1170983807|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.36970032|  PASSED
      diehard_operm5|   0|   1000000|     100|0.39792562|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.21920718|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.95851636|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.21830801|  PASSED
        diehard_opso|   0|   2097152|     100|0.76245774|  PASSED
        diehard_oqso|   0|   2097152|     100|0.94162374|  PASSED
         diehard_dna|   0|   2097152|     100|0.08682512|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.92675237|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.61447489|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.34620912|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.11221039|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.77755341|  PASSED
     diehard_squeeze|   0|    100000|     100|0.96017082|  PASSED
        diehard_sums|   0|       100|     100|0.01364482|  PASSED
        diehard_runs|   0|    100000|     100|0.42322245|  PASSED
        diehard_runs|   0|    100000|     100|0.26480047|  PASSED
       diehard_craps|   0|    200000|     100|0.91296112|  PASSED
       diehard_craps|   0|    200000|     100|0.77523727|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.35354032|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.53768713|  PASSED
         sts_monobit|   1|    100000|     100|0.11594592|  PASSED
            sts_runs|   2|    100000|     100|0.41611062|  PASSED
          sts_serial|   1|    100000|     100|0.97024146|  PASSED
          sts_serial|   2|    100000|     100|0.28615993|  PASSED
          sts_serial|   3|    100000|     100|0.14771829|  PASSED
          sts_serial|   3|    100000|     100|0.54073468|  PASSED
          sts_serial|   4|    100000|     100|0.24998136|  PASSED
          sts_serial|   4|    100000|     100|0.83057234|  PASSED
          sts_serial|   5|    100000|     100|0.62973893|  PASSED
          sts_serial|   5|    100000|     100|0.76792356|  PASSED
          sts_serial|   6|    100000|     100|0.91818504|  PASSED
          sts_serial|   6|    100000|     100|0.84360048|  PASSED
          sts_serial|   7|    100000|     100|0.92096544|  PASSED
          sts_serial|   7|    100000|     100|0.98109143|  PASSED
          sts_serial|   8|    100000|     100|0.55923534|  PASSED
          sts_serial|   8|    100000|     100|0.54868201|  PASSED
          sts_serial|   9|    100000|     100|0.98600399|  PASSED
          sts_serial|   9|    100000|     100|0.48869943|  PASSED
          sts_serial|  10|    100000|     100|0.83248752|  PASSED
          sts_serial|  10|    100000|     100|0.93402427|  PASSED
          sts_serial|  11|    100000|     100|0.83100235|  PASSED
          sts_serial|  11|    100000|     100|0.16839584|  PASSED
          sts_serial|  12|    100000|     100|0.27947527|  PASSED
          sts_serial|  12|    100000|     100|0.46240833|  PASSED
          sts_serial|  13|    100000|     100|0.16120143|  PASSED
          sts_serial|  13|    100000|     100|0.73789208|  PASSED
          sts_serial|  14|    100000|     100|0.27626399|  PASSED
          sts_serial|  14|    100000|     100|0.71330446|  PASSED
          sts_serial|  15|    100000|     100|0.15056136|  PASSED
          sts_serial|  15|    100000|     100|0.25414197|  PASSED
          sts_serial|  16|    100000|     100|0.99174586|  PASSED
          sts_serial|  16|    100000|     100|0.13850581|  PASSED
         rgb_bitdist|   1|    100000|     100|0.20222171|  PASSED
         rgb_bitdist|   2|    100000|     100|0.77501863|  PASSED
         rgb_bitdist|   3|    100000|     100|0.67575684|  PASSED
         rgb_bitdist|   4|    100000|     100|0.99773692|   WEAK
         rgb_bitdist|   5|    100000|     100|0.10895924|  PASSED
         rgb_bitdist|   6|    100000|     100|0.80015066|  PASSED
         rgb_bitdist|   7|    100000|     100|0.71814689|  PASSED
         rgb_bitdist|   8|    100000|     100|0.86850023|  PASSED
         rgb_bitdist|   9|    100000|     100|0.74648501|  PASSED
         rgb_bitdist|  10|    100000|     100|0.17343088|  PASSED
         rgb_bitdist|  11|    100000|     100|0.76020512|  PASSED
         rgb_bitdist|  12|    100000|     100|0.79865652|  PASSED
rgb_minimum_distance|   2|     10000|    1000|0.40710657|  PASSED
rgb_minimum_distance|   3|     10000|    1000|0.01929850|  PASSED
rgb_minimum_distance|   4|     10000|    1000|0.28769079|  PASSED
rgb_minimum_distance|   5|     10000|    1000|0.54739961|  PASSED
    rgb_permutations|   2|    100000|     100|0.12824626|  PASSED
    rgb_permutations|   3|    100000|     100|0.04042086|  PASSED
    rgb_permutations|   4|    100000|     100|0.76162520|  PASSED
    rgb_permutations|   5|    100000|     100|0.55505993|  PASSED
      rgb_lagged_sum|   0|   1000000|     100|0.25600303|  PASSED
      rgb_lagged_sum|   1|   1000000|     100|0.32036334|  PASSED
      rgb_lagged_sum|   2|   1000000|     100|0.37705487|  PASSED
      rgb_lagged_sum|   3|   1000000|     100|0.08645121|  PASSED
      rgb_lagged_sum|   4|   1000000|     100|0.78790362|  PASSED
      rgb_lagged_sum|   5|   1000000|     100|0.53775291|  PASSED
      rgb_lagged_sum|   6|   1000000|     100|0.96845184|  PASSED
      rgb_lagged_sum|   7|   1000000|     100|0.64821574|  PASSED
      rgb_lagged_sum|   8|   1000000|     100|0.46451374|  PASSED
      rgb_lagged_sum|   9|   1000000|     100|0.24601973|  PASSED
      rgb_lagged_sum|  10|   1000000|     100|0.99656860|   WEAK
      rgb_lagged_sum|  11|   1000000|     100|0.84203441|  PASSED
      rgb_lagged_sum|  12|   1000000|     100|0.34216590|  PASSED
      rgb_lagged_sum|  13|   1000000|     100|0.48567748|  PASSED
      rgb_lagged_sum|  14|   1000000|     100|0.35326274|  PASSED
      rgb_lagged_sum|  15|   1000000|     100|0.39861766|  PASSED
      rgb_lagged_sum|  16|   1000000|     100|0.62958968|  PASSED
      rgb_lagged_sum|  17|   1000000|     100|0.90308919|  PASSED
      rgb_lagged_sum|  18|   1000000|     100|0.31698179|  PASSED
      rgb_lagged_sum|  19|   1000000|     100|0.88164358|  PASSED
      rgb_lagged_sum|  20|   1000000|     100|0.71305255|  PASSED
      rgb_lagged_sum|  21|   1000000|     100|0.21595642|  PASSED
      rgb_lagged_sum|  22|   1000000|     100|0.06708044|  PASSED
      rgb_lagged_sum|  23|   1000000|     100|0.51395431|  PASSED
      rgb_lagged_sum|  24|   1000000|     100|0.51058243|  PASSED
      rgb_lagged_sum|  25|   1000000|     100|0.93982275|  PASSED
      rgb_lagged_sum|  26|   1000000|     100|0.50534980|  PASSED
      rgb_lagged_sum|  27|   1000000|     100|0.12911160|  PASSED
      rgb_lagged_sum|  28|   1000000|     100|0.70733125|  PASSED
      rgb_lagged_sum|  29|   1000000|     100|0.75858514|  PASSED
      rgb_lagged_sum|  30|   1000000|     100|0.24038356|  PASSED
      rgb_lagged_sum|  31|   1000000|     100|0.47545449|  PASSED
      rgb_lagged_sum|  32|   1000000|     100|0.93468623|  PASSED
     rgb_kstest_test|   0|     10000|    1000|0.63482808|  PASSED
     dab_bytedistrib|   0|  51200000|       1|0.05310813|  PASSED
             dab_dct| 256|     50000|       1|0.95085820|  PASSED
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.82953457|  PASSED
        dab_filltree|  32|  15000000|       1|0.42992995|  PASSED
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.30019284|  PASSED
       dab_filltree2|   1|   5000000|       1|0.69178705|  PASSED
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.74734410|  PASSED

###############################################################################
#
# whisky5, axis 1 of 5, - direction
#
###############################################################################

#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  2.17e+07  | 878274972|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.39762789|  PASSED
      diehard_operm5|   0|   1000000|     100|0.59983396|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.62043950|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.51165090|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.99183174|  PASSED
        diehard_opso|   0|   2097152|     100|0.33455091|  PASSED
        diehard_oqso|   0|   2097152|     100|0.09448011|  PASSED
         diehard_dna|   0|   2097152|     100|0.30807484|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.67463243|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.46903522|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.95613825|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.28269786|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.85523065|  PASSED
     diehard_squeeze|   0|    100000|     100|0.44275668|  PASSED
        diehard_sums|   0|       100|     100|0.14167792|  PASSED
        diehard_runs|   0|    100000|     100|0.60998764|  PASSED
        diehard_runs|   0|    100000|     100|0.53079545|  PASSED
       diehard_craps|   0|    200000|     100|0.14322879|  PASSED
       diehard_craps|   0|    200000|     100|0.40375894|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.19262340|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.65321449|  PASSED
         sts_monobit|   1|    100000|     100|0.85354876|  PASSED
            sts_runs|   2|    100000|     100|0.98846573|  PASSED
          sts_serial|   1|    100000|     100|0.91306188|  PASSED
          sts_serial|   2|    100000|     100|0.01345708|  PASSED
          sts_serial|   3|    100000|     100|0.21361474|  PASSED
          sts_serial|   3|    100000|     100|0.85070300|  PASSED
          sts_serial|   4|    100000|     100|0.45592878|  PASSED
