###############################################################################
#
# whisky4, axis 1 of 4, + direction
#
###############################################################################

#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  1.97e+07  | 842433425|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.71866700|  PASSED
      diehard_operm5|   0|   1000000|     100|0.96359890|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.82825598|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.72011760|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.18073454|  PASSED
        diehard_opso|   0|   2097152|     100|0.30462004|  PASSED
        diehard_oqso|   0|   2097152|     100|0.91014639|  PASSED
         diehard_dna|   0|   2097152|     100|0.28077085|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.01508986|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.45858566|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.89432206|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.38755437|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.32980162|  PASSED
     diehard_squeeze|   0|    100000|     100|0.80209815|  PASSED
        diehard_sums|   0|       100|     100|0.55094688|  PASSED
        diehard_runs|   0|    100000|     100|0.02083572|  PASSED
        diehard_runs|   0|    100000|     100|0.98481751|  PASSED
       diehard_craps|   0|    200000|     100|0.50132260|  PASSED
       diehard_craps|   0|    200000|     100|0.94089883|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.44926701|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.98488475|  PASSED
         sts_monobit|   1|    100000|     100|0.34886713|  PASSED
            sts_runs|   2|    100000|     100|0.80968812|  PASSED
          sts_serial|   1|    100000|     100|0.34631035|  PASSED
          sts_serial|   2|    100000|     100|0.85487982|  PASSED
          sts_serial|   3|    100000|     100|0.05122967|  PASSED
          sts_serial|   3|    100000|     100|0.08441104|  PASSED
          sts_serial|   4|    100000|     100|0.36853756|  PASSED
          sts_serial|   4|    100000|     100|0.46470240|  PASSED
          sts_serial|   5|    100000|     100|0.91342678|  PASSED
          sts_serial|   5|    100000|     100|0.71299662|  PASSED
          sts_serial|   6|    100000|     100|0.39673707|  PASSED
          sts_serial|   6|    100000|     100|0.73115496|  PASSED
          sts_serial|   7|    100000|     100|0.20873461|  PASSED
          sts_serial|   7|    100000|     100|0.54113272|  PASSED
          sts_serial|   8|    100000|     100|0.43410768|  PASSED
          sts_serial|   8|    100000|     100|0.88699955|  PASSED
          sts_serial|   9|    100000|     100|0.52094350|  PASSED
          sts_serial|   9|    100000|     100|0.92625651|  PASSED
          sts_serial|  10|    100000|     100|0.91538306|  PASSED
          sts_serial|  10|    100000|     100|0.64076354|  PASSED
          sts_serial|  11|    100000|     100|0.88878293|  PASSED
          sts_serial|  11|    100000|     100|0.96548898|  PASSED
          sts_serial|  12|    100000|     100|0.86054886|  PASSED
          sts_serial|  12|    100000|     100|0.99478084|  PASSED
          sts_serial|  13|    100000|     100|0.94590822|  PASSED
          sts_serial|  13|    100000|     100|0.92588409|  PASSED
          sts_serial|  14|    100000|     100|0.15571529|  PASSED
          sts_serial|  14|    100000|     100|0.08882957|  PASSED
          sts_serial|  15|    100000|     100|0.09194728|  PASSED
          sts_serial|  15|    100000|     100|0.78355734|  PASSED
          sts_serial|  16|    100000|     100|0.32505285|  PASSED
          sts_serial|  16|    100000|     100|0.99099126|  PASSED
         rgb_bitdist|   1|    100000|     100|0.72081112|  PASSED
         rgb_bitdist|   2|    100000|     100|0.40686556|  PASSED
         rgb_bitdist|   3|    100000|     100|0.33951871|  PASSED
         rgb_bitdist|   4|    100000|     100|0.93491341|  PASSED
         rgb_bitdist|   5|    100000|     100|0.39798541|  PASSED
         rgb_bitdist|   6|    100000|     100|0.86511947|  PASSED
         rgb_bitdist|   7|    100000|     100|0.15269014|  PASSED
         rgb_bitdist|   8|    100000|     100|0.17123576|  PASSED
         rgb_bitdist|   9|    100000|     100|0.25751425|  PASSED
         rgb_bitdist|  10|    100000|     100|0.17387228|  PASSED
         rgb_bitdist|  11|    100000|     100|0.48686883|  PASSED
         rgb_bitdist|  12|    100000|     100|0.60282552|  PASSED
rgb_minimum_distance|   2|     10000|    1000|0.13882102|  PASSED
rgb_minimum_distance|   3|     10000|    1000|0.31053970|  PASSED
rgb_minimum_distance|   4|     10000|    1000|0.64268484|  PASSED
rgb_minimum_distance|   5|     10000|    1000|0.39468237|  PASSED
    rgb_permutations|   2|    100000|     100|0.65981226|  PASSED
    rgb_permutations|   3|    100000|     100|0.32401694|  PASSED
    rgb_permutations|   4|    100000|     100|0.54171413|  PASSED
    rgb_permutations|   5|    100000|     100|0.88327766|  PASSED
      rgb_lagged_sum|   0|   1000000|     100|0.94120024|  PASSED
      rgb_lagged_sum|   1|   1000000|     100|0.76752495|  PASSED
      rgb_lagged_sum|   2|   1000000|     100|0.50229935|  PASSED
      rgb_lagged_sum|   3|   1000000|     100|0.89102463|  PASSED
      rgb_lagged_sum|   4|   1000000|     100|0.35498118|  PASSED
      rgb_lagged_sum|   5|   1000000|     100|0.51862647|  PASSED
      rgb_lagged_sum|   6|   1000000|     100|0.31933000|  PASSED
